range,song_name,artist,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
short_term,Largo [Harpsichord Concerto No. 5 in F minor BWV 1056],The Swingle Singers,0.975,https://api.spotify.com/v1/audio-analysis/7pBRrOvcE2ZMiR5k891vhx,0.497,183440.0,0.0173,7pBRrOvcE2ZMiR5k891vhx,0.000359,1.0,0.0846,-19.526,1.0,0.0394,112.632,4.0,https://api.spotify.com/v1/tracks/7pBRrOvcE2ZMiR5k891vhx,audio_features,spotify:track:7pBRrOvcE2ZMiR5k891vhx,0.259
short_term,Good Graces,Emily Yacina,0.868,https://api.spotify.com/v1/audio-analysis/0TcAUHfV9Nt2y5sUowxkCA,0.454,132261.0,0.0714,0TcAUHfV9Nt2y5sUowxkCA,4.26e-05,4.0,0.138,-19.849,1.0,0.0295,94.07,4.0,https://api.spotify.com/v1/tracks/0TcAUHfV9Nt2y5sUowxkCA,audio_features,spotify:track:0TcAUHfV9Nt2y5sUowxkCA,0.234
short_term,Foldin Clothes,J. Cole,0.218,https://api.spotify.com/v1/audio-analysis/77IAeEz8LEchPN8UNjaTJ2,0.713,316920.0,0.496,77IAeEz8LEchPN8UNjaTJ2,0.000237,7.0,0.0761,-10.045,0.0,0.311,162.039,4.0,https://api.spotify.com/v1/tracks/77IAeEz8LEchPN8UNjaTJ2,audio_features,spotify:track:77IAeEz8LEchPN8UNjaTJ2,0.6
short_term,Everybody's Got To Learn Sometime,The Korgis,0.0154,https://api.spotify.com/v1/audio-analysis/2PxyiPwogw6C9yu1jRgFiA,0.425,251947.0,0.298,2PxyiPwogw6C9yu1jRgFiA,0.00133,1.0,0.0725,-12.037,0.0,0.0258,75.038,4.0,https://api.spotify.com/v1/tracks/2PxyiPwogw6C9yu1jRgFiA,audio_features,spotify:track:2PxyiPwogw6C9yu1jRgFiA,0.0929
short_term,"Harpsichord Suite No. 11 in D minor, HWV 437 (Theme from the folm ""Barry Lyndon)) - Sarabande",George Frideric Handel,0.983,https://api.spotify.com/v1/audio-analysis/6Nw7jagICoXFt1ZtdAbi8o,0.356,243067.0,0.0336,6Nw7jagICoXFt1ZtdAbi8o,0.864,2.0,0.107,-19.747,0.0,0.0435,139.584,3.0,https://api.spotify.com/v1/tracks/6Nw7jagICoXFt1ZtdAbi8o,audio_features,spotify:track:6Nw7jagICoXFt1ZtdAbi8o,0.21
short_term,When You Die,MGMT,0.0946,https://api.spotify.com/v1/audio-analysis/3td69vL9Py7Ai9wfXYnvji,0.645,263880.0,0.938,3td69vL9Py7Ai9wfXYnvji,0.0226,11.0,0.159,-4.557,0.0,0.0391,140.886,4.0,https://api.spotify.com/v1/tracks/3td69vL9Py7Ai9wfXYnvji,audio_features,spotify:track:3td69vL9Py7Ai9wfXYnvji,0.495
short_term,Waste,Rhye,0.817,https://api.spotify.com/v1/audio-analysis/4bSr1hSKGJzglijKfIrcvo,0.657,211693.0,0.324,4bSr1hSKGJzglijKfIrcvo,0.038,5.0,0.101,-11.934,0.0,0.037,84.011,4.0,https://api.spotify.com/v1/tracks/4bSr1hSKGJzglijKfIrcvo,audio_features,spotify:track:4bSr1hSKGJzglijKfIrcvo,0.225
short_term,Holding on Too Tight,Anna McClellan,0.339,https://api.spotify.com/v1/audio-analysis/6JV8A7rFIYyZp7Sf0yXHcG,0.26,228347.0,0.461,6JV8A7rFIYyZp7Sf0yXHcG,3.72e-05,9.0,0.133,-5.65,1.0,0.0296,183.087,3.0,https://api.spotify.com/v1/tracks/6JV8A7rFIYyZp7Sf0yXHcG,audio_features,spotify:track:6JV8A7rFIYyZp7Sf0yXHcG,0.469
short_term,But at the Same Time,Anna McClellan,0.956,https://api.spotify.com/v1/audio-analysis/6jC4IXBJlGcS4VSqs5zGlU,0.316,205173.0,0.243,6jC4IXBJlGcS4VSqs5zGlU,2.26e-05,9.0,0.111,-8.433,1.0,0.0332,108.194,4.0,https://api.spotify.com/v1/tracks/6jC4IXBJlGcS4VSqs5zGlU,audio_features,spotify:track:6jC4IXBJlGcS4VSqs5zGlU,0.124
short_term,She Refused to Say,Loving,0.11,https://api.spotify.com/v1/audio-analysis/3ePnpJnNUUmcMOsyMZZH2w,0.506,193007.0,0.679,3ePnpJnNUUmcMOsyMZZH2w,0.358,8.0,0.0563,-9.602,1.0,0.0446,158.808,4.0,https://api.spotify.com/v1/tracks/3ePnpJnNUUmcMOsyMZZH2w,audio_features,spotify:track:3ePnpJnNUUmcMOsyMZZH2w,0.533
short_term,Wat's Wrong (feat. Zacari & Kendrick Lamar),Isaiah Rashad,0.151,https://api.spotify.com/v1/audio-analysis/2RPbEp0DyBVlkRvvYKopO7,0.706,330783.0,0.688,2RPbEp0DyBVlkRvvYKopO7,0.0,1.0,0.466,-6.357,1.0,0.269,125.966,4.0,https://api.spotify.com/v1/tracks/2RPbEp0DyBVlkRvvYKopO7,audio_features,spotify:track:2RPbEp0DyBVlkRvvYKopO7,0.313
short_term,Song For You,Rhye,0.616,https://api.spotify.com/v1/audio-analysis/0BfLvshnvJldGROufmYCrv,0.838,238667.0,0.369,0BfLvshnvJldGROufmYCrv,0.666,2.0,0.109,-10.388,1.0,0.0357,115.99,4.0,https://api.spotify.com/v1/tracks/0BfLvshnvJldGROufmYCrv,audio_features,spotify:track:0BfLvshnvJldGROufmYCrv,0.224
short_term,I Promise You - Ezra's Demo,Ezra Koenig,0.728,https://api.spotify.com/v1/audio-analysis/14gFoxkdh5vEtKeNb0ZCdX,0.857,202893.0,0.289,14gFoxkdh5vEtKeNb0ZCdX,0.000124,7.0,0.111,-8.127,1.0,0.0344,99.97,4.0,https://api.spotify.com/v1/tracks/14gFoxkdh5vEtKeNb0ZCdX,audio_features,spotify:track:14gFoxkdh5vEtKeNb0ZCdX,0.5
short_term,It Just Makes Sense,Anna McClellan,0.214,https://api.spotify.com/v1/audio-analysis/2t1sxTCe8SYcAKohhgZ5jo,0.458,111200.0,0.613,2t1sxTCe8SYcAKohhgZ5jo,7.91e-06,5.0,0.179,-3.884,1.0,0.029,111.805,4.0,https://api.spotify.com/v1/tracks/2t1sxTCe8SYcAKohhgZ5jo,audio_features,spotify:track:2t1sxTCe8SYcAKohhgZ5jo,0.587
short_term,She Works Out Too Much,MGMT,0.00596,https://api.spotify.com/v1/audio-analysis/3XOKU8CKSiQsuQHD5vhzo5,0.633,278387.0,0.919,3XOKU8CKSiQsuQHD5vhzo5,0.273,5.0,0.43,-6.208,0.0,0.0343,147.97,4.0,https://api.spotify.com/v1/tracks/3XOKU8CKSiQsuQHD5vhzo5,audio_features,spotify:track:3XOKU8CKSiQsuQHD5vhzo5,0.805
short_term,Blood Knows,Rhye,0.853,https://api.spotify.com/v1/audio-analysis/5A3qVlLryOqCuAB1DXrn8t,0.602,210813.0,0.447,5A3qVlLryOqCuAB1DXrn8t,0.004,7.0,0.089,-9.836,0.0,0.0523,101.066,4.0,https://api.spotify.com/v1/tracks/5A3qVlLryOqCuAB1DXrn8t,audio_features,spotify:track:5A3qVlLryOqCuAB1DXrn8t,0.146
short_term,あこがれ,mitsume,0.192,https://api.spotify.com/v1/audio-analysis/5iDB4DkBSTRdg37Yd3EWY8,0.78,219987.0,0.636,5iDB4DkBSTRdg37Yd3EWY8,0.0567,7.0,0.208,-7.474,1.0,0.0325,113.02,4.0,https://api.spotify.com/v1/tracks/5iDB4DkBSTRdg37Yd3EWY8,audio_features,spotify:track:5iDB4DkBSTRdg37Yd3EWY8,0.968
short_term,Feel Your Weight,Rhye,0.667,https://api.spotify.com/v1/audio-analysis/6bRVkUr1fyZVX4XwQ4RpaR,0.861,189173.0,0.43,6bRVkUr1fyZVX4XwQ4RpaR,0.0552,6.0,0.0963,-10.417,0.0,0.057,114.976,4.0,https://api.spotify.com/v1/tracks/6bRVkUr1fyZVX4XwQ4RpaR,audio_features,spotify:track:6bRVkUr1fyZVX4XwQ4RpaR,0.535
short_term,So Easy,Emily Yacina,0.889,https://api.spotify.com/v1/audio-analysis/6eUJ2XhmSWXe9U3RJfjMVE,0.497,83214.0,0.131,6eUJ2XhmSWXe9U3RJfjMVE,0.55,11.0,0.11,-17.647,1.0,0.0369,102.168,4.0,https://api.spotify.com/v1/tracks/6eUJ2XhmSWXe9U3RJfjMVE,audio_features,spotify:track:6eUJ2XhmSWXe9U3RJfjMVE,0.198
short_term,Rush,Jay Som,0.0968,https://api.spotify.com/v1/audio-analysis/6ysK6T8Gvtx1f7VBzaTSxA,0.545,219627.0,0.685,6ysK6T8Gvtx1f7VBzaTSxA,0.00546,2.0,0.539,-5.83,1.0,0.0266,140.05,4.0,https://api.spotify.com/v1/tracks/6ysK6T8Gvtx1f7VBzaTSxA,audio_features,spotify:track:6ysK6T8Gvtx1f7VBzaTSxA,0.592
short_term,Glow - Water Version,Porches,0.606,https://api.spotify.com/v1/audio-analysis/1DfWpHBvCexoLPjjRCLA6r,0.652,227325.0,0.53,1DfWpHBvCexoLPjjRCLA6r,0.303,0.0,0.126,-6.557,1.0,0.0258,89.98,4.0,https://api.spotify.com/v1/tracks/1DfWpHBvCexoLPjjRCLA6r,audio_features,spotify:track:1DfWpHBvCexoLPjjRCLA6r,0.432
short_term,Little Dark Age,MGMT,0.0102,https://api.spotify.com/v1/audio-analysis/2Y0iGXY6m6immVb2ktbseM,0.705,299960.0,0.712,2Y0iGXY6m6immVb2ktbseM,0.000855,6.0,0.1,-6.156,1.0,0.0385,97.512,4.0,https://api.spotify.com/v1/tracks/2Y0iGXY6m6immVb2ktbseM,audio_features,spotify:track:2Y0iGXY6m6immVb2ktbseM,0.62
short_term,Sarah (Bonus Track),(Sandy) Alex G,0.514,https://api.spotify.com/v1/audio-analysis/3NzLIbvq342cvzDlDH33RV,0.65,176147.0,0.686,3NzLIbvq342cvzDlDH33RV,0.000188,4.0,0.138,-5.198,0.0,0.0314,124.023,4.0,https://api.spotify.com/v1/tracks/3NzLIbvq342cvzDlDH33RV,audio_features,spotify:track:3NzLIbvq342cvzDlDH33RV,0.497
short_term,America,Bekon,0.352,https://api.spotify.com/v1/audio-analysis/4ROSLD8ATeWoJuXXEmwQ8V,0.462,213565.0,0.36,4ROSLD8ATeWoJuXXEmwQ8V,0.00441,1.0,0.175,-11.98,0.0,0.0255,82.991,4.0,https://api.spotify.com/v1/tracks/4ROSLD8ATeWoJuXXEmwQ8V,audio_features,spotify:track:4ROSLD8ATeWoJuXXEmwQ8V,0.329
short_term,Sometimes,Triathalon,0.0978,https://api.spotify.com/v1/audio-analysis/4T2KUOTERD2besgXrBKPjk,0.563,225381.0,0.521,4T2KUOTERD2besgXrBKPjk,0.0569,0.0,0.0706,-11.998,1.0,0.383,95.02,4.0,https://api.spotify.com/v1/tracks/4T2KUOTERD2besgXrBKPjk,audio_features,spotify:track:4T2KUOTERD2besgXrBKPjk,0.363
short_term,Nail-Biting Song,Anna McClellan,0.493,https://api.spotify.com/v1/audio-analysis/4T6upWN2nKidaF8oTAdve5,0.301,511987.0,0.415,4T6upWN2nKidaF8oTAdve5,8.23e-05,3.0,0.109,-5.937,1.0,0.031,78.524,4.0,https://api.spotify.com/v1/tracks/4T6upWN2nKidaF8oTAdve5,audio_features,spotify:track:4T6upWN2nKidaF8oTAdve5,0.213
short_term,Please,Rhye,0.913,https://api.spotify.com/v1/audio-analysis/4yXVtcNiaFUVDK8nno5ZWm,0.73,215093.0,0.206,4yXVtcNiaFUVDK8nno5ZWm,0.00485,0.0,0.129,-9.905,1.0,0.0447,82.998,4.0,https://api.spotify.com/v1/tracks/4yXVtcNiaFUVDK8nno5ZWm,audio_features,spotify:track:4yXVtcNiaFUVDK8nno5ZWm,0.315
short_term,Pull Up,Triathalon,0.65,https://api.spotify.com/v1/audio-analysis/50RGBF5opBVX5FcfKY1zX9,0.648,150798.0,0.331,50RGBF5opBVX5FcfKY1zX9,0.0722,0.0,0.342,-9.903,1.0,0.119,184.164,4.0,https://api.spotify.com/v1/tracks/50RGBF5opBVX5FcfKY1zX9,audio_features,spotify:track:50RGBF5opBVX5FcfKY1zX9,0.486
short_term,Colorful,Hovvdy,0.976,https://api.spotify.com/v1/audio-analysis/59cF1BzT496nKt47UpwT4K,0.733,237124.0,0.139,59cF1BzT496nKt47UpwT4K,0.861,4.0,0.108,-17.038,1.0,0.0387,109.962,3.0,https://api.spotify.com/v1/tracks/59cF1BzT496nKt47UpwT4K,audio_features,spotify:track:59cF1BzT496nKt47UpwT4K,0.159
short_term,Tyrant (feat. Jorja Smith),Kali Uchis,0.171,https://api.spotify.com/v1/audio-analysis/5ar0XZUJMUkRZrjmcOCy8O,0.506,204290.0,0.469,5ar0XZUJMUkRZrjmcOCy8O,0.0,6.0,0.116,-8.748,1.0,0.122,109.645,5.0,https://api.spotify.com/v1/tracks/5ar0XZUJMUkRZrjmcOCy8O,audio_features,spotify:track:5ar0XZUJMUkRZrjmcOCy8O,0.719
short_term,Softly,Rhye,0.948,https://api.spotify.com/v1/audio-analysis/1U2YcRtLZ4mdrvcO6qaTKR,0.556,217347.0,0.325,1U2YcRtLZ4mdrvcO6qaTKR,0.103,0.0,0.106,-13.644,1.0,0.0433,179.942,4.0,https://api.spotify.com/v1/tracks/1U2YcRtLZ4mdrvcO6qaTKR,audio_features,spotify:track:1U2YcRtLZ4mdrvcO6qaTKR,0.555
short_term,Our House,"Crosby, Stills, Nash & Young",0.896,https://api.spotify.com/v1/audio-analysis/2hitsKa8SthKhRJBXUHbIv,0.593,179760.0,0.205,2hitsKa8SthKhRJBXUHbIv,5.46e-05,9.0,0.119,-14.601,1.0,0.0479,140.279,4.0,https://api.spotify.com/v1/tracks/2hitsKa8SthKhRJBXUHbIv,audio_features,spotify:track:2hitsKa8SthKhRJBXUHbIv,0.377
short_term,Release Me,Oister,0.673,https://api.spotify.com/v1/audio-analysis/38lrvQ2cmiws7yz9gt3mfA,0.534,139904.0,0.359,38lrvQ2cmiws7yz9gt3mfA,0.473,0.0,0.24,-14.755,1.0,0.0314,105.593,3.0,https://api.spotify.com/v1/tracks/38lrvQ2cmiws7yz9gt3mfA,audio_features,spotify:track:38lrvQ2cmiws7yz9gt3mfA,0.507
short_term,Prelude No.19 In A [The Well-Tempered Clavier - Book 1 BWV 864],The Swingle Singers,0.816,https://api.spotify.com/v1/audio-analysis/3DjAYX91aRdivl3h31OTbP,0.459,71000.0,0.273,3DjAYX91aRdivl3h31OTbP,0.000201,5.0,0.117,-18.239,1.0,0.0526,88.335,4.0,https://api.spotify.com/v1/tracks/3DjAYX91aRdivl3h31OTbP,audio_features,spotify:track:3DjAYX91aRdivl3h31OTbP,0.347
short_term,But Not For Me - Vocal,Chet Baker,0.934,https://api.spotify.com/v1/audio-analysis/3pfbQmD5xGH9Tcc7GqGfSL,0.626,184467.0,0.152,3pfbQmD5xGH9Tcc7GqGfSL,6.05e-05,5.0,0.12,-14.182,0.0,0.0405,82.174,4.0,https://api.spotify.com/v1/tracks/3pfbQmD5xGH9Tcc7GqGfSL,audio_features,spotify:track:3pfbQmD5xGH9Tcc7GqGfSL,0.545
short_term,I'll Get You - Remastered,The Beatles,0.616,https://api.spotify.com/v1/audio-analysis/4VMOdHVfB57lNhSDadhOBc,0.653,126413.0,0.75,4VMOdHVfB57lNhSDadhOBc,0.0,9.0,0.289,-6.531,1.0,0.0356,125.7,4.0,https://api.spotify.com/v1/tracks/4VMOdHVfB57lNhSDadhOBc,audio_features,spotify:track:4VMOdHVfB57lNhSDadhOBc,0.962
short_term,Unst Boat Song (Arr. For String Quartet),Traditional,0.925,https://api.spotify.com/v1/audio-analysis/4ZgeNKL23sCAt8HYbQvePO,0.0729,287627.0,0.0363,4ZgeNKL23sCAt8HYbQvePO,0.0994,10.0,0.116,-21.379,1.0,0.051,77.714,4.0,https://api.spotify.com/v1/tracks/4ZgeNKL23sCAt8HYbQvePO,audio_features,spotify:track:4ZgeNKL23sCAt8HYbQvePO,0.0328
short_term,Shore,Fredrik Sjölin,0.878,https://api.spotify.com/v1/audio-analysis/4cg8FqtDQ1775SIIxY2Dkj,0.149,170787.0,0.071,4cg8FqtDQ1775SIIxY2Dkj,0.734,7.0,0.117,-21.526,0.0,0.042,139.205,4.0,https://api.spotify.com/v1/tracks/4cg8FqtDQ1775SIIxY2Dkj,audio_features,spotify:track:4cg8FqtDQ1775SIIxY2Dkj,0.042
short_term,I'm Just Snacking,Gus Dapperton,0.134,https://api.spotify.com/v1/audio-analysis/4q3KkucNQOahEc2e8ZzxWL,0.614,198000.0,0.478,4q3KkucNQOahEc2e8ZzxWL,4.52e-06,8.0,0.254,-7.306,0.0,0.0289,127.994,4.0,https://api.spotify.com/v1/tracks/4q3KkucNQOahEc2e8ZzxWL,audio_features,spotify:track:4q3KkucNQOahEc2e8ZzxWL,0.384
short_term,Mr. Tillman,Father John Misty,0.223,https://api.spotify.com/v1/audio-analysis/5ArtaQ740g1HgDugVOyzf7,0.473,183533.0,0.609,5ArtaQ740g1HgDugVOyzf7,0.0,5.0,0.221,-6.87,1.0,0.027,179.524,4.0,https://api.spotify.com/v1/tracks/5ArtaQ740g1HgDugVOyzf7,audio_features,spotify:track:5ArtaQ740g1HgDugVOyzf7,0.523
short_term,Garden,Winter Family,0.972,https://api.spotify.com/v1/audio-analysis/5IBC52gawEJM10SBBV8qnB,0.471,123762.0,0.111,5IBC52gawEJM10SBBV8qnB,0.0546,0.0,0.0966,-20.355,1.0,0.0473,124.896,4.0,https://api.spotify.com/v1/tracks/5IBC52gawEJM10SBBV8qnB,audio_features,spotify:track:5IBC52gawEJM10SBBV8qnB,0.418
short_term,Waiting Ages,Girl Ray,0.942,https://api.spotify.com/v1/audio-analysis/5XNEcTyQJb566gjhVrY4Kb,0.571,166320.0,0.258,5XNEcTyQJb566gjhVrY4Kb,0.0453,7.0,0.104,-10.023,1.0,0.0297,67.656,4.0,https://api.spotify.com/v1/tracks/5XNEcTyQJb566gjhVrY4Kb,audio_features,spotify:track:5XNEcTyQJb566gjhVrY4Kb,0.519
short_term,"Concerto for Guitar, Strings and Continuo in B minor (orig.Concerto for Harpsichord, Strings and Continuo in F minor), BWV 1056, II. Largo /att./",Lubomír Brabce,0.991,https://api.spotify.com/v1/audio-analysis/7fWQ41Ov6FAcMOvkfuE7e3,0.498,169973.0,0.0154,7fWQ41Ov6FAcMOvkfuE7e3,0.783,2.0,0.0894,-32.504,1.0,0.0504,123.26,4.0,https://api.spotify.com/v1/tracks/7fWQ41Ov6FAcMOvkfuE7e3,audio_features,spotify:track:7fWQ41Ov6FAcMOvkfuE7e3,0.238
short_term,"Frankly, Mr. Shankly - 2011 Remastered Version",The Smiths,0.0709,https://api.spotify.com/v1/audio-analysis/1qIagqll7ZcgmiLTrtSvKc,0.713,138813.0,0.748,1qIagqll7ZcgmiLTrtSvKc,0.000397,4.0,0.156,-6.53,1.0,0.0251,111.556,4.0,https://api.spotify.com/v1/tracks/1qIagqll7ZcgmiLTrtSvKc,audio_features,spotify:track:1qIagqll7ZcgmiLTrtSvKc,0.924
short_term,Closer (Ode 2 U),Ravyn Lenae,0.26,https://api.spotify.com/v1/audio-analysis/39xVzbZDVYROIkoI0wJU7k,0.706,196037.0,0.487,39xVzbZDVYROIkoI0wJU7k,0.0,11.0,0.174,-7.913,0.0,0.0343,104.0,4.0,https://api.spotify.com/v1/tracks/39xVzbZDVYROIkoI0wJU7k,audio_features,spotify:track:39xVzbZDVYROIkoI0wJU7k,0.558
short_term,Where Am I Now,Girl Ray,0.0984,https://api.spotify.com/v1/audio-analysis/4Cu58yCVGUTG3xG6YAM6ou,0.261,210987.0,0.491,4Cu58yCVGUTG3xG6YAM6ou,0.733,9.0,0.126,-8.003,1.0,0.0309,150.011,3.0,https://api.spotify.com/v1/tracks/4Cu58yCVGUTG3xG6YAM6ou,audio_features,spotify:track:4Cu58yCVGUTG3xG6YAM6ou,0.474
short_term,Drugs,M.A.G.S.,0.0355,https://api.spotify.com/v1/audio-analysis/7j0EnXOIyq4qedtko87r6f,0.577,134900.0,0.845,7j0EnXOIyq4qedtko87r6f,2.77e-05,10.0,0.0814,-7.606,0.0,0.0351,115.088,4.0,https://api.spotify.com/v1/tracks/7j0EnXOIyq4qedtko87r6f,audio_features,spotify:track:7j0EnXOIyq4qedtko87r6f,0.692
short_term,It Doesn't Matter,Aerial East,0.828,https://api.spotify.com/v1/audio-analysis/7qUJ4QmNTPAh8sUlGepH9r,0.38,275267.0,0.18,7qUJ4QmNTPAh8sUlGepH9r,0.00221,1.0,0.0994,-12.97,1.0,0.033,110.385,4.0,https://api.spotify.com/v1/tracks/7qUJ4QmNTPAh8sUlGepH9r,audio_features,spotify:track:7qUJ4QmNTPAh8sUlGepH9r,0.136
short_term,Apple Of My Eye - 2010 - Remaster,Badfinger,0.471,https://api.spotify.com/v1/audio-analysis/5Tuout5bAcki6wuD7PTAT9,0.57,186400.0,0.338,5Tuout5bAcki6wuD7PTAT9,0.0,6.0,0.0913,-10.163,1.0,0.0257,72.587,4.0,https://api.spotify.com/v1/tracks/5Tuout5bAcki6wuD7PTAT9,audio_features,spotify:track:5Tuout5bAcki6wuD7PTAT9,0.388
short_term,Girlfriend In A Coma - 2011 Remastered Version,The Smiths,0.126,https://api.spotify.com/v1/audio-analysis/01q4ccXbvPlCwZ1fPiFaeM,0.68,122760.0,0.626,01q4ccXbvPlCwZ1fPiFaeM,1.3e-06,7.0,0.0995,-8.519,1.0,0.0255,104.333,4.0,https://api.spotify.com/v1/tracks/01q4ccXbvPlCwZ1fPiFaeM,audio_features,spotify:track:01q4ccXbvPlCwZ1fPiFaeM,0.96
medium_term,simply put,Eluvium,0.729,https://api.spotify.com/v1/audio-analysis/2R63IrzRQU0lfL0LmY44XX,0.207,32000.0,0.0596,2R63IrzRQU0lfL0LmY44XX,0.933,7.0,0.154,-22.825,1.0,0.0424,67.564,3.0,https://api.spotify.com/v1/tracks/2R63IrzRQU0lfL0LmY44XX,audio_features,spotify:track:2R63IrzRQU0lfL0LmY44XX,0.0358
medium_term,Sunflower River Blues,John Fahey,0.864,https://api.spotify.com/v1/audio-analysis/1PAMHTdOQAmB7oxhVq2jUA,0.469,155600.0,0.307,1PAMHTdOQAmB7oxhVq2jUA,0.888,0.0,0.126,-13.792,1.0,0.0329,95.898,4.0,https://api.spotify.com/v1/tracks/1PAMHTdOQAmB7oxhVq2jUA,audio_features,spotify:track:1PAMHTdOQAmB7oxhVq2jUA,0.234
medium_term,When The Springtime Comes Again,John Fahey,0.957,https://api.spotify.com/v1/audio-analysis/4dMV2qfCWwQ6wayWOgcLjd,0.501,230493.0,0.153,4dMV2qfCWwQ6wayWOgcLjd,0.833,3.0,0.254,-17.974,1.0,0.0325,92.449,4.0,https://api.spotify.com/v1/tracks/4dMV2qfCWwQ6wayWOgcLjd,audio_features,spotify:track:4dMV2qfCWwQ6wayWOgcLjd,0.102
medium_term,Desire,Kamasi Washington,0.553,https://api.spotify.com/v1/audio-analysis/7KkpZSHhQXcecsB0Hgu4Wd,0.306,276910.0,0.65,7KkpZSHhQXcecsB0Hgu4Wd,0.776,0.0,0.136,-10.073,1.0,0.0448,88.088,4.0,https://api.spotify.com/v1/tracks/7KkpZSHhQXcecsB0Hgu4Wd,audio_features,spotify:track:7KkpZSHhQXcecsB0Hgu4Wd,0.374
medium_term,Requiem for Molly (Part 1),John Fahey,0.172,https://api.spotify.com/v1/audio-analysis/2Vj1sqIhcug8B3SZ4X4P3C,0.327,462000.0,0.451,2Vj1sqIhcug8B3SZ4X4P3C,0.866,0.0,0.0939,-12.028,1.0,0.0408,111.868,4.0,https://api.spotify.com/v1/tracks/2Vj1sqIhcug8B3SZ4X4P3C,audio_features,spotify:track:2Vj1sqIhcug8B3SZ4X4P3C,0.139
medium_term,Sligo River Blues,John Fahey,0.548,https://api.spotify.com/v1/audio-analysis/5f439jP7LDrwx0BX56hW60,0.449,153973.0,0.404,5f439jP7LDrwx0BX56hW60,0.865,0.0,0.09,-12.166,1.0,0.0424,135.922,4.0,https://api.spotify.com/v1/tracks/5f439jP7LDrwx0BX56hW60,audio_features,spotify:track:5f439jP7LDrwx0BX56hW60,0.413
medium_term,"Please, Please, Please Let Me Get What I Want - 2011 Remastered Version",The Smiths,0.534,https://api.spotify.com/v1/audio-analysis/6BrMEbPSSj55nQhkgf6DnE,0.241,112707.0,0.468,6BrMEbPSSj55nQhkgf6DnE,0.0,2.0,0.161,-9.579,1.0,0.0272,91.581,3.0,https://api.spotify.com/v1/tracks/6BrMEbPSSj55nQhkgf6DnE,audio_features,spotify:track:6BrMEbPSSj55nQhkgf6DnE,0.451
medium_term,Requiem For John Hurt,John Fahey,0.517,https://api.spotify.com/v1/audio-analysis/60EIxnylGxIXoMK43K1S33,0.189,310000.0,0.384,60EIxnylGxIXoMK43K1S33,0.834,0.0,0.103,-13.796,1.0,0.0338,102.255,4.0,https://api.spotify.com/v1/tracks/60EIxnylGxIXoMK43K1S33,audio_features,spotify:track:60EIxnylGxIXoMK43K1S33,0.183
medium_term,I Wanna Prove to You,The Lemon Twigs,0.465,https://api.spotify.com/v1/audio-analysis/7sjYzHb6IEQelfcG52hM28,0.392,221213.0,0.677,7sjYzHb6IEQelfcG52hM28,1.13e-05,2.0,0.16,-5.689,1.0,0.0343,94.213,4.0,https://api.spotify.com/v1/tracks/7sjYzHb6IEQelfcG52hM28,audio_features,spotify:track:7sjYzHb6IEQelfcG52hM28,0.377
medium_term,Afar,Harold Budd,0.989,https://api.spotify.com/v1/audio-analysis/2xYXPFalEjva3zI8ZYe2yQ,0.122,154933.0,0.0146,2xYXPFalEjva3zI8ZYe2yQ,0.947,1.0,0.0867,-25.559,1.0,0.0421,71.029,4.0,https://api.spotify.com/v1/tracks/2xYXPFalEjva3zI8ZYe2yQ,audio_features,spotify:track:2xYXPFalEjva3zI8ZYe2yQ,0.0335
medium_term,We Would Be Building - Instrumental,John Fahey,0.946,https://api.spotify.com/v1/audio-analysis/4lYeCDpXmiUZ5F1b7WiXQG,0.479,117240.0,0.0367,4lYeCDpXmiUZ5F1b7WiXQG,0.644,11.0,0.117,-12.468,1.0,0.0537,85.729,4.0,https://api.spotify.com/v1/tracks/4lYeCDpXmiUZ5F1b7WiXQG,audio_features,spotify:track:4lYeCDpXmiUZ5F1b7WiXQG,0.243
medium_term,In Christ There Is No East Or West,John Fahey,0.82,https://api.spotify.com/v1/audio-analysis/08Ufpd5mVtiHQneW23Rp3x,0.562,142000.0,0.19,08Ufpd5mVtiHQneW23Rp3x,0.92,11.0,0.108,-15.924,1.0,0.0524,156.623,4.0,https://api.spotify.com/v1/tracks/08Ufpd5mVtiHQneW23Rp3x,audio_features,spotify:track:08Ufpd5mVtiHQneW23Rp3x,0.387
medium_term,I Am,Jorja Smith,0.125,https://api.spotify.com/v1/audio-analysis/0DJBgBiYeSn6n1AXAkFVE8,0.542,208760.0,0.581,0DJBgBiYeSn6n1AXAkFVE8,8.01e-05,8.0,0.185,-5.753,0.0,0.271,73.792,4.0,https://api.spotify.com/v1/tracks/0DJBgBiYeSn6n1AXAkFVE8,audio_features,spotify:track:0DJBgBiYeSn6n1AXAkFVE8,0.298
medium_term,Reel Around The Fountain - 2011 Remastered Version,The Smiths,0.00507,https://api.spotify.com/v1/audio-analysis/5bSASu4W0HJx6CuG8rbRcA,0.67,359227.0,0.571,5bSASu4W0HJx6CuG8rbRcA,7.23e-05,9.0,0.124,-9.976,1.0,0.0255,109.905,4.0,https://api.spotify.com/v1/tracks/5bSASu4W0HJx6CuG8rbRcA,audio_features,spotify:track:5bSASu4W0HJx6CuG8rbRcA,0.899
